,ENGLISH,GERMAN
103085,tom is a little taller than you are,tom ist ein bisschen groer als sie
103086,tom is a member of a secret society,tom ist mitglied einer geheimen vereinigung
103087,tom is a patient and thoughtful man,tom ist ein geduldiger und besonnener mann
103088,tom is a shy and reserved young man,tom ist ein schuchterner und zuruckhaltender junger mann
103089,tom is a very kind and generous man,tom ist ein sehr gutiger grozugiger mensch
103090,tom is a wealthy boston businessman,tom ist ein wohlhabender bostoner geschaftsmann
103091,tom is about the same height as you,tom ist ungefahr genauso gro wie du
103092,tom is acting like nothing happened,tom tut so als ware nichts geschehen
103093,tom is always bossing people around,tom kommandiert immer die leute herum
103094,tom is at his desk studying french,tom sitzt an seinem schreibtisch und lernt franzosisch
103095,tom is at home almost every evening,tom ist fast jeden abend zu hause
103096,tom is at home almost every evening,tom ist fast allabendlich zu hause
103097,tom is beginning to get discouraged,langsam verliert tom den mut
103098,tom is beginning to look pretty old,tom sieht langsam richtig alt aus
103099,tom is buying some flowers for mary,tom kauft blumen fur maria
103100,tom is completely wrong for the job,tom ist fur die arbeit ganzlich ungeeignet
103101,tom is designing his first building,tom entwirft gerade sein erstes gebaude
103102,tom is going to be thirty next year,tom wird im nachsten jahr dreiig
103103,tom is going to be thirty next year,tom wird im nachsten jahr dreiig jahre alt
103104,tom is in bad shape but hes alive,tom ist in schlechter verfassung aber er lebt
103105,tom is in the same hospital as mary,tom ist in demselben krankenhaus wie maria
103106,tom is interested in french history,tom interessiert sich fur franzosische geschichte
103107,tom is interested in french history,tom ist an der franzosischen geschichte interessiert
103108,tom is interested in mountaineering,tom interessiert sich fur bergsteigen
103109,tom is just going to need some time,tom wird nur etwas zeit brauchen
103110,tom is likely to arrive before,tom wird wahrscheinlich vor halb drei ankommen
103111,tom is likely to arrive before,tom wird vermutlich vor zwei uhr dreiig kommen
103112,tom is likely to arrive before,tom wird voraussichtlich vor kommen
103113,tom is looking forward to christmas,tom freut sich auf weihnachten
103114,tom is married to one of my cousins,tom ist mit einem meiner cousins verheiratet
103115,tom is on the night shift this week,tom hat diese woche nachtschicht
103116,tom is on the phone talking to mary,tom fuhrt gerade ein telefonat mit maria
103117,tom is one of bostons best lawyers,tom ist einer der besten rechtsanwalte in boston
103118,tom is only three hours away by bus,tom ist nur drei stunden busfahrt entfernt
103119,tom is positive that he isnt wrong,tom ist sich vollig sicher dass er sich nicht irrt
103120,tom is positive that he isnt wrong,tom ist uberzeugt nicht im unrecht zu sein
103121,tom is roughly the same age as i am,tom ist ungefahr genauso alt wie ich
103122,tom is seldom late for appointments,tom kommt selten zu spat zu verabredungen
103123,tom is someone who cant be trusted,tom ist jemand dem man nicht trauen kann
103124,tom is somewhere here on the campus,tom ist irgendwo hier auf dem universitatsgelande
103125,tom is somewhere here on the campus,tom ist irgendwo hier auf dem campus
103126,tom is still looking out the window,tom sieht noch immer aus dem fenster
103127,tom is still there waiting for you,tom wartet dort noch immer auf dich
103128,tom is still there waiting for you,tom wartet dort noch immer auf euch
103129,tom is still there waiting for you,tom wartet dort noch immer auf sie
103130,tom is the boy who broke the window,tom ist der junge der das fenster eingeworfen hat
103131,tom is the boy who broke the window,tom ist der junge der das fenster eingeschlagen hat
103132,tom is the father of three children,tom ist vater von drei kindern
103133,tom is the father of three children,tom ist der vater dreier kinder
103134,tom is the man wearing the blue tie,tom ist der mann mit der blauen krawatte
103135,tom is the one who needs to do this,tom ist derjenige der das tun muss
103136,tom is the one who told me about it,tom ist derjenige der mir davon erzahlt hat
103137,tom is the one with the car not me,tom ist derjenige mit wagen nicht ich
103138,tom is the right person for the job,tom ist der richtige fur diese aufgabe
103139,tom is the tallest boy in our class,tom ist der grote junge in unserer klasse
103140,tom is too drunk to be of much help,tom ist zu betrunken um irgendwie von nutzen zu sein
103141,tom is upstairs right now with mary,tom ist gerade mit maria oben
103142,tom is upstairs right now with mary,tom ist gerade oben bei maria
103143,tom is using an external hard drive,tom verwendet eine externe festplatte
103144,tom is wearing a harvard sweatshirt,tom tragt einen harvardpullover
103145,tom is worried about losing his job,tom macht sich sorgen dass er seinen arbeitsplatz verlieren konnte
103146,tom is worried about losing his job,tom hat angst seinen arbeitsplatz zu verlieren
103147,tom isnt as busy as he seems to be,tom ist nicht so beschaftigt wie er zu sein scheint
103148,tom isnt that much older than mary,tom ist nicht so viel alter als maria
103149,tom isnt the right man for the job,tom ist nicht der richtige fur den posten
103150,tom just sat around and did nothing,tom sa nur da und tat nichts
103151,tom kept me waiting for three hours,tom lie mich drei stunden warten
103152,tom knew that the story wasnt true,tom wusste dass die geschichte nicht wahr gewesen ist
103153,tom knew that what he did was wrong,tom wusste dass es falsch war was er tat
103154,tom knows a lot of stuff about mary,tom wei eine menge sachen uber mary
103155,tom knows a man who lives in boston,tom kennt einen mann der in boston lebt
103156,tom knows this is a sensitive issue,tom wei dass es sich hierbei um ein empfindliches thema handelt
103157,tom knows where the money is hidden,tom wei wo das geld versteckt ist
103158,tom lacks the talent to be an actor,tom hat nicht das talent zum schauspieler
103159,tom laughed at the misunderstanding,tom lachte uber das missverstandnis
103160,tom leaned back in his swivel chair,tom lehnte sich in seinem drehstuhl zuruck
103161,tom left a large fortune to his son,tom hinterlie seinem sohn ein betrachtliches vermogen
103162,tom left the company after years,nach dreiig jahren schied tom aus der firma aus
103163,tom let the hamster out of its cage,tom lie den hamster aus seinem kafig
103164,tom likes people similar to himself,tom mag menschen die ihm ahnlich sind
103165,tom likes playing with his toy cars,tom spielt gern mit seinen spielzeugautos
103166,tom likes to watch tv while he eats,tom sieht wahrend des essens gerne fern
103167,tom lived in boston for a few years,tom wohnte ein paar jahre in boston
103168,tom lived in boston for a long time,tom hat lange in boston gewohnt
103169,tom lived in boston for three years,tom hat drei jahre lang in boston gewohnt
103170,tom lives in a commune with hippies,tom lebt in eine hippiekommune
103171,tom lives in a wealthy neighborhood,tom wohnt in einer reichen gegend
103172,tom locked himself out of his house,tom schloss sich aus seinem haus aus
103173,tom locked himself out of his house,tom hat sich aus seinem haus ausgesperrt
103174,tom locked his sister in the closet,tom sperrte seine schwester in den wandschrank ein
103175,tom looked at himself in the mirror,tom betrachtete sich im spiegel
103176,tom looks a lot like someone i know,tom schaut jemandem den ich kenne ziemlich ahnlich
103177,tom looks as though he wants to cry,tom sieht aus als wollte er weinen
103178,tom looks funny wearing those shoes,tom sieht mit den schuhen lustig aus
103179,tom looks healthier than he used to,tom sieht gesunder aus als fruher
103180,tom lost sight of mary in the crowd,tom verlor maria in der menge aus den augen
103181,tom loves to bully younger students,tom schikaniert gerne jungere schuler
103182,tom loves to bully younger students,tom piesackt gerne jungere schuler
103183,tom lumbered along like an elephant,tom trampelte dahin wie ein elefant
103184,tom made a complete fool of himself,tom hat sich vollig blamiert
103185,tom made a complete fool of himself,tom hat sich vollig zum narren gemacht
103186,tom made a few mistakes on the test,tom machte bei der prufung ein paar fehler
103187,tom made a few mistakes on the test,tom machte ein paar fehler bei dem test
103188,tom made an impressive presentation,tom hielt einen beeindruckenden vortrag
103189,tom made it back in time for dinner,tom schaffte es noch rechtzeitig zum abendessen zuruck
103190,tom made this mistake intentionally,tom hat den fehler absichtlich gemacht
103191,tom makes more money than mary does,tom verdient mehr als maria
103192,tom managed to open the locked door,es gelang tom die verschlossene tur zu offnen
103193,tom managed to pass the examination,es gelang tom die prufung zu bestehen
103194,tom might have stolen marys camera,tom hat vielleicht marys kamera gestohlen
103195,tom motioned for mary to keep quiet,tom bedeutete maria still zu sein
103196,tom moved to boston three years ago,tom zog vor drei jahren nach boston
103197,tom moved to boston three years ago,tom ist vor drei jahren nach boston gezogen
103198,tom must be a very important person,tom muss eine sehr wichtige personlichkeit sein
103199,tom mustve known that would happen,tom muss gewusst haben dass das passieren wurde
103200,tom mustve known this would happen,tom muss gewusst haben dass das passieren wurde
103201,tom needs to finish what he started,tom muss zu ende fuhren was er begonnen hat
103202,tom needs to lower his expectations,tom muss seine erwartungen herunterschrauben
103203,tom never forgave me for doing that,tom hat mir das nie vergeben
103204,tom never gives anything to anybody,tom gibt nie irgend jemandem etwas
103205,tom never mentioned he had a sister,tom hat nie erwahnt eine schwester zu haben
103206,tom never mentioned he had a sister,tom hat nie davon gesprochen dass er eine schwester hat
